"","DateTime","Date","Time","Sub_metering_1","Sub_metering_2","Sub_metering_3"
"132",2007-01-01 03:11:00,"2007-01-01","02:11:00",0,0,0
"133",2007-01-01 03:12:00,"2007-01-01","02:12:00",0,0,0
"134",2007-01-01 03:13:00,"2007-01-01","02:13:00",0,0,0
"135",2007-01-01 03:14:00,"2007-01-01","02:14:00",0,0,0
"136",2007-01-01 03:15:00,"2007-01-01","02:15:00",0,0,0
"137",2007-01-01 03:16:00,"2007-01-01","02:16:00",0,0,0
"138",2007-01-01 03:17:00,"2007-01-01","02:17:00",0,0,0
"139",2007-01-01 03:18:00,"2007-01-01","02:18:00",0,0,0
"140",2007-01-01 03:19:00,"2007-01-01","02:19:00",0,0,0
"141",2007-01-01 03:20:00,"2007-01-01","02:20:00",0,0,0
"142",2007-01-01 03:21:00,"2007-01-01","02:21:00",0,0,0
"143",2007-01-01 03:22:00,"2007-01-01","02:22:00",0,0,0
"144",2007-01-01 03:23:00,"2007-01-01","02:23:00",0,0,0
"145",2007-01-01 03:24:00,"2007-01-01","02:24:00",0,0,0
"146",2007-01-01 03:25:00,"2007-01-01","02:25:00",0,0,0
"147",2007-01-01 03:26:00,"2007-01-01","02:26:00",0,0,0
"148",2007-01-01 03:27:00,"2007-01-01","02:27:00",0,0,0
"149",2007-01-01 03:28:00,"2007-01-01","02:28:00",0,0,0
"150",2007-01-01 03:29:00,"2007-01-01","02:29:00",0,0,0
"151",2007-01-01 03:30:00,"2007-01-01","02:30:00",0,0,0
"152",2007-01-01 03:31:00,"2007-01-01","02:31:00",0,0,0
"153",2007-01-01 03:32:00,"2007-01-01","02:32:00",0,0,0
"154",2007-01-01 03:33:00,"2007-01-01","02:33:00",0,0,0
"155",2007-01-01 03:34:00,"2007-01-01","02:34:00",0,0,0
"156",2007-01-01 03:35:00,"2007-01-01","02:35:00",0,0,0
"157",2007-01-01 03:36:00,"2007-01-01","02:36:00",0,0,0
"158",2007-01-01 03:37:00,"2007-01-01","02:37:00",0,0,0
"159",2007-01-01 03:38:00,"2007-01-01","02:38:00",0,0,0
"160",2007-01-01 03:39:00,"2007-01-01","02:39:00",0,0,0
"161",2007-01-01 03:40:00,"2007-01-01","02:40:00",0,0,0
"162",2007-01-01 03:41:00,"2007-01-01","02:41:00",0,0,0
"163",2007-01-01 03:42:00,"2007-01-01","02:42:00",0,0,0
"164",2007-01-01 03:43:00,"2007-01-01","02:43:00",0,0,0
"165",2007-01-01 03:44:00,"2007-01-01","02:44:00",0,0,0
"166",2007-01-01 03:45:00,"2007-01-01","02:45:00",0,1,0
"167",2007-01-01 03:46:00,"2007-01-01","02:46:00",0,1,0
"168",2007-01-01 03:47:00,"2007-01-01","02:47:00",0,2,0
"169",2007-01-01 03:48:00,"2007-01-01","02:48:00",0,1,0
"170",2007-01-01 03:49:00,"2007-01-01","02:49:00",0,2,0
"171",2007-01-01 03:50:00,"2007-01-01","02:50:00",0,1,0
"172",2007-01-01 03:51:00,"2007-01-01","02:51:00",0,1,0
"173",2007-01-01 03:52:00,"2007-01-01","02:52:00",0,2,0
"174",2007-01-01 03:53:00,"2007-01-01","02:53:00",0,1,0
"175",2007-01-01 03:54:00,"2007-01-01","02:54:00",0,2,0
"176",2007-01-01 03:55:00,"2007-01-01","02:55:00",0,1,0
"177",2007-01-01 03:56:00,"2007-01-01","02:56:00",0,1,0
"178",2007-01-01 03:57:00,"2007-01-01","02:57:00",0,2,0
"179",2007-01-01 03:58:00,"2007-01-01","02:58:00",0,1,0
"180",2007-01-01 03:59:00,"2007-01-01","02:59:00",0,1,0
"181",2007-01-01 04:00:00,"2007-01-01","03:00:00",0,2,0
"182",2007-01-01 04:01:00,"2007-01-01","03:01:00",0,1,0
"183",2007-01-01 04:02:00,"2007-01-01","03:02:00",0,1,0
"184",2007-01-01 04:03:00,"2007-01-01","03:03:00",0,1,0
"185",2007-01-01 04:04:00,"2007-01-01","03:04:00",0,2,0
"186",2007-01-01 04:05:00,"2007-01-01","03:05:00",0,1,0
"187",2007-01-01 04:06:00,"2007-01-01","03:06:00",0,1,0
"188",2007-01-01 04:07:00,"2007-01-01","03:07:00",0,1,0
"189",2007-01-01 04:08:00,"2007-01-01","03:08:00",0,2,0
"190",2007-01-01 04:09:00,"2007-01-01","03:09:00",0,1,0
"191",2007-01-01 04:10:00,"2007-01-01","03:10:00",0,1,0
"192",2007-01-01 04:11:00,"2007-01-01","03:11:00",0,1,0
"193",2007-01-01 04:12:00,"2007-01-01","03:12:00",0,1,0
"194",2007-01-01 04:13:00,"2007-01-01","03:13:00",0,0,0
"195",2007-01-01 04:14:00,"2007-01-01","03:14:00",0,0,0
"196",2007-01-01 04:15:00,"2007-01-01","03:15:00",0,0,0
"197",2007-01-01 04:16:00,"2007-01-01","03:16:00",0,0,0
"198",2007-01-01 04:17:00,"2007-01-01","03:17:00",0,0,0
"199",2007-01-01 04:18:00,"2007-01-01","03:18:00",0,0,0
"200",2007-01-01 04:19:00,"2007-01-01","03:19:00",0,0,0
"201",2007-01-01 04:20:00,"2007-01-01","03:20:00",0,0,0
"202",2007-01-01 04:21:00,"2007-01-01","03:21:00",0,0,0
"203",2007-01-01 04:22:00,"2007-01-01","03:22:00",0,0,0
"204",2007-01-01 04:23:00,"2007-01-01","03:23:00",0,0,0
"205",2007-01-01 04:24:00,"2007-01-01","03:24:00",0,0,0
"206",2007-01-01 04:25:00,"2007-01-01","03:25:00",0,0,0
"207",2007-01-01 04:26:00,"2007-01-01","03:26:00",0,0,0
"208",2007-01-01 04:27:00,"2007-01-01","03:27:00",0,0,0
"209",2007-01-01 04:28:00,"2007-01-01","03:28:00",0,0,0
"210",2007-01-01 04:29:00,"2007-01-01","03:29:00",0,0,0
"211",2007-01-01 04:30:00,"2007-01-01","03:30:00",0,0,0
"212",2007-01-01 04:31:00,"2007-01-01","03:31:00",0,0,0
"213",2007-01-01 04:32:00,"2007-01-01","03:32:00",0,0,0
"214",2007-01-01 04:33:00,"2007-01-01","03:33:00",0,0,0
"215",2007-01-01 04:34:00,"2007-01-01","03:34:00",0,0,0
"216",2007-01-01 04:35:00,"2007-01-01","03:35:00",0,0,0
"217",2007-01-01 04:36:00,"2007-01-01","03:36:00",0,0,0
"218",2007-01-01 04:37:00,"2007-01-01","03:37:00",0,0,0
"219",2007-01-01 04:38:00,"2007-01-01","03:38:00",0,0,0
"220",2007-01-01 04:39:00,"2007-01-01","03:39:00",0,0,0
"221",2007-01-01 04:40:00,"2007-01-01","03:40:00",0,0,0
"222",2007-01-01 04:41:00,"2007-01-01","03:41:00",0,0,0
"223",2007-01-01 04:42:00,"2007-01-01","03:42:00",0,0,0
"224",2007-01-01 04:43:00,"2007-01-01","03:43:00",0,0,0
"225",2007-01-01 04:44:00,"2007-01-01","03:44:00",0,0,0
"226",2007-01-01 04:45:00,"2007-01-01","03:45:00",0,0,0
"227",2007-01-01 04:46:00,"2007-01-01","03:46:00",0,0,0
"228",2007-01-01 04:47:00,"2007-01-01","03:47:00",0,0,0
"229",2007-01-01 04:48:00,"2007-01-01","03:48:00",0,0,0
"230",2007-01-01 04:49:00,"2007-01-01","03:49:00",0,0,0
"231",2007-01-01 04:50:00,"2007-01-01","03:50:00",0,0,0
"232",2007-01-01 04:51:00,"2007-01-01","03:51:00",0,0,0
"233",2007-01-01 04:52:00,"2007-01-01","03:52:00",0,0,0
"234",2007-01-01 04:53:00,"2007-01-01","03:53:00",0,0,0
"235",2007-01-01 04:54:00,"2007-01-01","03:54:00",0,0,0
"236",2007-01-01 04:55:00,"2007-01-01","03:55:00",0,0,0
"237",2007-01-01 04:56:00,"2007-01-01","03:56:00",0,0,0
"238",2007-01-01 04:57:00,"2007-01-01","03:57:00",0,0,0
"239",2007-01-01 04:58:00,"2007-01-01","03:58:00",0,0,0
"240",2007-01-01 04:59:00,"2007-01-01","03:59:00",0,0,0
"241",2007-01-01 05:00:00,"2007-01-01","04:00:00",0,0,0
"242",2007-01-01 05:01:00,"2007-01-01","04:01:00",0,0,0
"243",2007-01-01 05:02:00,"2007-01-01","04:02:00",0,0,0
"244",2007-01-01 05:03:00,"2007-01-01","04:03:00",0,0,0
"245",2007-01-01 05:04:00,"2007-01-01","04:04:00",0,0,0
"246",2007-01-01 05:05:00,"2007-01-01","04:05:00",0,0,0
"247",2007-01-01 05:06:00,"2007-01-01","04:06:00",0,0,0
"248",2007-01-01 05:07:00,"2007-01-01","04:07:00",0,0,0
"249",2007-01-01 05:08:00,"2007-01-01","04:08:00",0,0,0
"250",2007-01-01 05:09:00,"2007-01-01","04:09:00",0,0,0
"251",2007-01-01 05:10:00,"2007-01-01","04:10:00",0,0,0
"252",2007-01-01 05:11:00,"2007-01-01","04:11:00",0,0,0
"253",2007-01-01 05:12:00,"2007-01-01","04:12:00",0,0,0
"254",2007-01-01 05:13:00,"2007-01-01","04:13:00",0,0,0
"255",2007-01-01 05:14:00,"2007-01-01","04:14:00",0,0,0
"256",2007-01-01 05:15:00,"2007-01-01","04:15:00",0,0,0
"257",2007-01-01 05:16:00,"2007-01-01","04:16:00",0,0,0
"258",2007-01-01 05:17:00,"2007-01-01","04:17:00",0,0,0
"259",2007-01-01 05:18:00,"2007-01-01","04:18:00",0,0,0
"260",2007-01-01 05:19:00,"2007-01-01","04:19:00",0,0,0
"261",2007-01-01 05:20:00,"2007-01-01","04:20:00",0,0,0
"262",2007-01-01 05:21:00,"2007-01-01","04:21:00",0,0,0
"263",2007-01-01 05:22:00,"2007-01-01","04:22:00",0,0,0
"264",2007-01-01 05:23:00,"2007-01-01","04:23:00",0,0,0
"265",2007-01-01 05:24:00,"2007-01-01","04:24:00",0,0,0
"266",2007-01-01 05:25:00,"2007-01-01","04:25:00",0,0,0
"267",2007-01-01 05:26:00,"2007-01-01","04:26:00",0,0,0
"268",2007-01-01 05:27:00,"2007-01-01","04:27:00",0,0,0
"269",2007-01-01 05:28:00,"2007-01-01","04:28:00",0,0,0
"270",2007-01-01 05:29:00,"2007-01-01","04:29:00",0,0,0
"271",2007-01-01 05:30:00,"2007-01-01","04:30:00",0,0,0
"272",2007-01-01 05:31:00,"2007-01-01","04:31:00",0,0,0
"273",2007-01-01 05:32:00,"2007-01-01","04:32:00",0,0,0
"274",2007-01-01 05:33:00,"2007-01-01","04:33:00",0,0,0
"275",2007-01-01 05:34:00,"2007-01-01","04:34:00",0,0,0
"276",2007-01-01 05:35:00,"2007-01-01","04:35:00",0,0,0
"277",2007-01-01 05:36:00,"2007-01-01","04:36:00",0,0,0
"278",2007-01-01 05:37:00,"2007-01-01","04:37:00",0,0,0
"279",2007-01-01 05:38:00,"2007-01-01","04:38:00",0,0,0
"280",2007-01-01 05:39:00,"2007-01-01","04:39:00",0,0,0
"281",2007-01-01 05:40:00,"2007-01-01","04:40:00",0,0,0
"282",2007-01-01 05:41:00,"2007-01-01","04:41:00",0,0,0
"283",2007-01-01 05:42:00,"2007-01-01","04:42:00",0,0,0
"284",2007-01-01 05:43:00,"2007-01-01","04:43:00",0,0,0
"285",2007-01-01 05:44:00,"2007-01-01","04:44:00",0,0,0
"286",2007-01-01 05:45:00,"2007-01-01","04:45:00",0,0,0
"287",2007-01-01 05:46:00,"2007-01-01","04:46:00",0,0,0
"288",2007-01-01 05:47:00,"2007-01-01","04:47:00",0,0,0
"289",2007-01-01 05:48:00,"2007-01-01","04:48:00",0,0,0
"290",2007-01-01 05:49:00,"2007-01-01","04:49:00",0,0,0
"291",2007-01-01 05:50:00,"2007-01-01","04:50:00",0,0,0
"292",2007-01-01 05:51:00,"2007-01-01","04:51:00",0,0,0
"293",2007-01-01 05:52:00,"2007-01-01","04:52:00",0,0,0
"294",2007-01-01 05:53:00,"2007-01-01","04:53:00",0,0,0
"295",2007-01-01 05:54:00,"2007-01-01","04:54:00",0,0,0
"296",2007-01-01 05:55:00,"2007-01-01","04:55:00",0,0,0
"297",2007-01-01 05:56:00,"2007-01-01","04:56:00",0,0,0
"298",2007-01-01 05:57:00,"2007-01-01","04:57:00",0,0,0
"299",2007-01-01 05:58:00,"2007-01-01","04:58:00",0,0,0
"300",2007-01-01 05:59:00,"2007-01-01","04:59:00",0,0,0
"301",2007-01-01 06:00:00,"2007-01-01","05:00:00",0,0,0
"302",2007-01-01 06:01:00,"2007-01-01","05:01:00",0,0,0
"303",2007-01-01 06:02:00,"2007-01-01","05:02:00",0,0,0
"304",2007-01-01 06:03:00,"2007-01-01","05:03:00",0,0,0
"305",2007-01-01 06:04:00,"2007-01-01","05:04:00",0,0,0
"306",2007-01-01 06:05:00,"2007-01-01","05:05:00",0,0,0
"307",2007-01-01 06:06:00,"2007-01-01","05:06:00",0,0,0
"308",2007-01-01 06:07:00,"2007-01-01","05:07:00",0,0,0
"309",2007-01-01 06:08:00,"2007-01-01","05:08:00",0,0,0
"310",2007-01-01 06:09:00,"2007-01-01","05:09:00",0,0,0
"311",2007-01-01 06:10:00,"2007-01-01","05:10:00",0,1,0
"312",2007-01-01 06:11:00,"2007-01-01","05:11:00",0,1,0
"313",2007-01-01 06:12:00,"2007-01-01","05:12:00",0,2,0
"314",2007-01-01 06:13:00,"2007-01-01","05:13:00",0,1,0
"315",2007-01-01 06:14:00,"2007-01-01","05:14:00",0,1,0
"316",2007-01-01 06:15:00,"2007-01-01","05:15:00",0,2,0
"317",2007-01-01 06:16:00,"2007-01-01","05:16:00",0,1,0
"318",2007-01-01 06:17:00,"2007-01-01","05:17:00",0,2,0
"319",2007-01-01 06:18:00,"2007-01-01","05:18:00",0,1,0
"320",2007-01-01 06:19:00,"2007-01-01","05:19:00",0,1,0
"321",2007-01-01 06:20:00,"2007-01-01","05:20:00",0,2,0
"322",2007-01-01 06:21:00,"2007-01-01","05:21:00",0,1,0
"323",2007-01-01 06:22:00,"2007-01-01","05:22:00",0,2,0
"324",2007-01-01 06:23:00,"2007-01-01","05:23:00",0,1,0
"325",2007-01-01 06:24:00,"2007-01-01","05:24:00",0,1,0
"326",2007-01-01 06:25:00,"2007-01-01","05:25:00",0,1,0
"327",2007-01-01 06:26:00,"2007-01-01","05:26:00",0,2,0
"328",2007-01-01 06:27:00,"2007-01-01","05:27:00",0,1,0
"329",2007-01-01 06:28:00,"2007-01-01","05:28:00",0,1,0
"330",2007-01-01 06:29:00,"2007-01-01","05:29:00",0,2,0
"331",2007-01-01 06:30:00,"2007-01-01","05:30:00",0,1,0
"332",2007-01-01 06:31:00,"2007-01-01","05:31:00",0,1,0
"333",2007-01-01 06:32:00,"2007-01-01","05:32:00",0,1,0
"334",2007-01-01 06:33:00,"2007-01-01","05:33:00",0,1,0
"335",2007-01-01 06:34:00,"2007-01-01","05:34:00",0,2,0
"336",2007-01-01 06:35:00,"2007-01-01","05:35:00",0,1,0
"337",2007-01-01 06:36:00,"2007-01-01","05:36:00",0,1,0
"338",2007-01-01 06:37:00,"2007-01-01","05:37:00",0,0,0
"339",2007-01-01 06:38:00,"2007-01-01","05:38:00",0,0,0
"340",2007-01-01 06:39:00,"2007-01-01","05:39:00",0,0,0
"341",2007-01-01 06:40:00,"2007-01-01","05:40:00",0,0,0
"342",2007-01-01 06:41:00,"2007-01-01","05:41:00",0,0,0
"343",2007-01-01 06:42:00,"2007-01-01","05:42:00",0,0,0
"344",2007-01-01 06:43:00,"2007-01-01","05:43:00",0,0,0
"345",2007-01-01 06:44:00,"2007-01-01","05:44:00",0,0,0
"346",2007-01-01 06:45:00,"2007-01-01","05:45:00",0,0,0
"347",2007-01-01 06:46:00,"2007-01-01","05:46:00",0,0,0
"348",2007-01-01 06:47:00,"2007-01-01","05:47:00",0,0,0
"349",2007-01-01 06:48:00,"2007-01-01","05:48:00",0,0,0
"350",2007-01-01 06:49:00,"2007-01-01","05:49:00",0,0,0
"351",2007-01-01 06:50:00,"2007-01-01","05:50:00",0,0,0
"352",2007-01-01 06:51:00,"2007-01-01","05:51:00",0,0,0
"353",2007-01-01 06:52:00,"2007-01-01","05:52:00",0,0,0
"354",2007-01-01 06:53:00,"2007-01-01","05:53:00",0,0,0
"355",2007-01-01 06:54:00,"2007-01-01","05:54:00",0,0,0
"356",2007-01-01 06:55:00,"2007-01-01","05:55:00",0,0,0
"357",2007-01-01 06:56:00,"2007-01-01","05:56:00",0,0,0
"358",2007-01-01 06:57:00,"2007-01-01","05:57:00",0,0,0
"359",2007-01-01 06:58:00,"2007-01-01","05:58:00",0,0,0
"360",2007-01-01 06:59:00,"2007-01-01","05:59:00",0,0,0
"361",2007-01-01 07:00:00,"2007-01-01","06:00:00",0,0,0
"362",2007-01-01 07:01:00,"2007-01-01","06:01:00",0,0,0
"363",2007-01-01 07:02:00,"2007-01-01","06:02:00",0,0,0
"364",2007-01-01 07:03:00,"2007-01-01","06:03:00",0,0,0
"365",2007-01-01 07:04:00,"2007-01-01","06:04:00",0,0,0
"366",2007-01-01 07:05:00,"2007-01-01","06:05:00",0,0,0
"367",2007-01-01 07:06:00,"2007-01-01","06:06:00",0,0,0
"368",2007-01-01 07:07:00,"2007-01-01","06:07:00",0,0,0
"369",2007-01-01 07:08:00,"2007-01-01","06:08:00",0,0,0
"370",2007-01-01 07:09:00,"2007-01-01","06:09:00",0,0,0
"371",2007-01-01 07:10:00,"2007-01-01","06:10:00",0,0,0
"372",2007-01-01 07:11:00,"2007-01-01","06:11:00",0,0,0
"373",2007-01-01 07:12:00,"2007-01-01","06:12:00",0,0,0
"374",2007-01-01 07:13:00,"2007-01-01","06:13:00",0,0,0
"375",2007-01-01 07:14:00,"2007-01-01","06:14:00",0,0,0
"376",2007-01-01 07:15:00,"2007-01-01","06:15:00",0,0,0
"377",2007-01-01 07:16:00,"2007-01-01","06:16:00",0,0,0
"378",2007-01-01 07:17:00,"2007-01-01","06:17:00",0,0,0
"379",2007-01-01 07:18:00,"2007-01-01","06:18:00",0,0,0
"380",2007-01-01 07:19:00,"2007-01-01","06:19:00",0,0,0
"381",2007-01-01 07:20:00,"2007-01-01","06:20:00",0,0,0
"382",2007-01-01 07:21:00,"2007-01-01","06:21:00",0,0,0
"383",2007-01-01 07:22:00,"2007-01-01","06:22:00",0,0,0
"384",2007-01-01 07:23:00,"2007-01-01","06:23:00",0,0,0
"385",2007-01-01 07:24:00,"2007-01-01","06:24:00",0,0,0
"386",2007-01-01 07:25:00,"2007-01-01","06:25:00",0,0,0
